Ent0	Rel0	Ent5851
Ent0	Rel2	Ent8129
Ent0	Rel2	Ent10128
Ent0	Rel2	Ent13298
Ent0	Rel4	Ent18753
Ent0	Rel4	Ent20453
Ent0	Rel4	Ent16336
Ent0	Rel4	Ent16601
Ent0	Rel4	Ent16222
Ent1	Rel0	Ent5724
Ent1	Rel2	Ent10228
Ent1	Rel2	Ent11762
Ent1	Rel2	Ent9677
Ent1	Rel4	Ent14756
Ent1	Rel4	Ent17008
Ent1	Rel4	Ent18666
Ent1	Rel4	Ent16701
Ent1	Rel4	Ent14520
Ent2	Rel0	Ent6949
Ent2	Rel2	Ent8376
Ent2	Rel2	Ent12340
Ent2	Rel2	Ent12744
Ent2	Rel4	Ent20223
Ent2	Rel4	Ent13706
Ent2	Rel4	Ent13826
Ent2	Rel4	Ent18014
Ent2	Rel4	Ent15565
Ent3	Rel0	Ent5303
Ent3	Rel2	Ent13065
Ent3	Rel2	Ent8354
Ent3	Rel2	Ent10294
Ent3	Rel4	Ent16919
Ent3	Rel4	Ent16576
Ent3	Rel4	Ent14427
Ent3	Rel4	Ent17582
Ent3	Rel4	Ent19909
Ent4	Rel0	Ent5530
Ent4	Rel2	Ent8903
Ent4	Rel2	Ent12232
Ent5	Rel0	Ent5029
Ent5	Rel2	Ent8652
Ent5	Rel2	Ent12452
Ent5	Rel2	Ent11993
Ent5	Rel4	Ent19601
Ent5	Rel4	Ent16280
Ent5	Rel4	Ent16468
Ent5	Rel4	Ent17243
Ent5	Rel4	Ent20095
Ent6	Rel0	Ent6952
Ent6	Rel2	Ent9669
Ent6	Rel2	Ent9762
Ent6	Rel2	Ent10648
Ent6	Rel4	Ent14977
Ent6	Rel4	Ent20955
Ent6	Rel4	Ent13972
Ent6	Rel4	Ent13708
Ent6	Rel4	Ent17867
Ent7	Rel0	Ent6574
Ent7	Rel2	Ent7995
Ent7	Rel2	Ent8887
Ent7	Rel2	Ent10991
Ent7	Rel4	Ent15943
Ent7	Rel4	Ent21214
Ent7	Rel4	Ent20531
Ent7	Rel4	Ent13474
Ent7	Rel4	Ent16410
Ent8	Rel0	Ent6146
Ent8	Rel2	Ent8330
Ent8	Rel2	Ent12245
Ent8	Rel2	Ent12518
Ent8	Rel4	Ent18725
Ent8	Rel4	Ent18466
Ent8	Rel4	Ent19793
Ent8	Rel4	Ent20217
Ent8	Rel4	Ent13689
Ent9	Rel0	Ent5479
Ent9	Rel2	Ent7440
Ent9	Rel2	Ent8597
Ent9	Rel2	Ent12379
Ent9	Rel4	Ent19661
Ent9	Rel4	Ent16825
Ent9	Rel4	Ent14082
Ent9	Rel4	Ent20457
Ent9	Rel4	Ent16481
Ent10	Rel0	Ent7315
Ent10	Rel2	Ent9544
Ent10	Rel2	Ent10741
Ent10	Rel2	Ent7432
Ent10	Rel4	Ent18466
Ent10	Rel4	Ent18533
Ent10	Rel4	Ent18564
Ent10	Rel4	Ent13689
Ent10	Rel4	Ent17395
Ent11	Rel0	Ent5209
Ent11	Rel2	Ent10603
Ent11	Rel2	Ent11138
Ent11	Rel2	Ent9235
Ent11	Rel4	Ent15184
Ent11	Rel4	Ent20205
Ent11	Rel4	Ent14808
Ent11	Rel4	Ent15371
Ent11	Rel4	Ent14530
Ent12	Rel0	Ent6354
Ent12	Rel2	Ent9375
Ent12	Rel2	Ent11194
Ent12	Rel2	Ent12340
Ent12	Rel4	Ent14371
Ent12	Rel4	Ent15405
Ent12	Rel4	Ent21388
Ent12	Rel4	Ent15680
Ent12	Rel4	Ent21070
Ent13	Rel0	Ent5724
Ent13	Rel2	Ent10228
Ent13	Rel2	Ent11762
Ent13	Rel2	Ent9677
Ent13	Rel4	Ent19763
Ent13	Rel4	Ent20991
Ent13	Rel4	Ent14872
Ent13	Rel4	Ent13711
Ent13	Rel4	Ent21373
Ent14	Rel0	Ent5724
Ent14	Rel2	Ent10228
Ent14	Rel2	Ent12389
Ent14	Rel2	Ent13080
Ent14	Rel4	Ent18740
Ent14	Rel4	Ent16540
Ent14	Rel4	Ent20838
Ent14	Rel4	Ent14716
Ent14	Rel4	Ent17916
Ent15	Rel0	Ent7315
Ent15	Rel2	Ent9544
Ent15	Rel2	Ent8392
Ent15	Rel2	Ent9507
Ent15	Rel4	Ent18466
Ent15	Rel4	Ent17873
Ent15	Rel4	Ent17666
Ent15	Rel4	Ent17009
Ent15	Rel4	Ent16451
Ent16	Rel0	Ent5014
Ent16	Rel2	Ent11919
Ent16	Rel2	Ent11982
Ent16	Rel2	Ent8562
Ent16	Rel4	Ent16246
Ent16	Rel4	Ent20109
Ent16	Rel4	Ent18688
Ent16	Rel4	Ent20701
Ent16	Rel4	Ent18938
Ent17	Rel0	Ent6146
Ent17	Rel2	Ent8330
Ent17	Rel2	Ent12245
Ent17	Rel2	Ent12518
Ent17	Rel4	Ent19796
Ent17	Rel4	Ent13983
Ent17	Rel4	Ent18780
Ent17	Rel4	Ent17965
Ent17	Rel4	Ent17529
Ent18	Rel0	Ent6839
Ent18	Rel2	Ent10228
Ent18	Rel2	Ent12430
Ent18	Rel2	Ent12756
Ent18	Rel4	Ent14154
Ent18	Rel4	Ent18975
Ent18	Rel4	Ent16701
Ent18	Rel4	Ent21070
Ent18	Rel4	Ent17529
Ent19	Rel0	Ent5099
Ent19	Rel2	Ent13314
Ent19	Rel2	Ent11421
Ent19	Rel2	Ent11670
Ent19	Rel4	Ent19601
Ent19	Rel4	Ent17942
Ent19	Rel4	Ent20165
Ent19	Rel4	Ent18079
Ent19	Rel4	Ent20175
Ent20	Rel0	Ent6713
Ent20	Rel2	Ent7408
Ent20	Rel2	Ent7352
Ent20	Rel2	Ent9780
Ent20	Rel4	Ent21004
Ent20	Rel4	Ent15284
Ent20	Rel4	Ent18299
Ent20	Rel4	Ent19989
Ent20	Rel4	Ent17121
Ent21	Rel0	Ent6358
Ent21	Rel2	Ent9067
Ent21	Rel2	Ent7622
Ent21	Rel2	Ent8347
Ent21	Rel4	Ent19560
Ent21	Rel4	Ent18682
Ent21	Rel4	Ent19489
Ent21	Rel4	Ent20955
Ent21	Rel4	Ent18575
Ent22	Rel0	Ent6829
Ent22	Rel2	Ent11106
Ent22	Rel2	Ent13328
Ent22	Rel2	Ent12528
Ent22	Rel4	Ent19902
Ent22	Rel4	Ent13778
Ent22	Rel4	Ent16591
Ent22	Rel4	Ent20482
Ent22	Rel4	Ent14557
Ent23	Rel0	Ent6713
Ent23	Rel2	Ent7408
Ent23	Rel2	Ent7352
Ent23	Rel2	Ent9780
Ent23	Rel4	Ent21321
Ent23	Rel4	Ent15284
Ent23	Rel4	Ent16589
Ent23	Rel4	Ent17650
Ent23	Rel4	Ent15741
Ent24	Rel0	Ent5281
Ent24	Rel2	Ent8390
Ent24	Rel2	Ent9149
Ent24	Rel2	Ent10670
Ent24	Rel4	Ent19119
Ent24	Rel4	Ent20205
Ent24	Rel4	Ent16305
Ent24	Rel4	Ent18902
Ent24	Rel4	Ent13748
Ent25	Rel0	Ent6713
Ent25	Rel2	Ent11571
Ent25	Rel2	Ent12970
Ent25	Rel2	Ent9155
Ent25	Rel4	Ent18583
Ent25	Rel4	Ent17490
Ent25	Rel4	Ent20930
Ent25	Rel4	Ent15411
Ent25	Rel4	Ent20617
Ent26	Rel0	Ent5851
Ent26	Rel2	Ent10797
Ent26	Rel2	Ent10457
Ent26	Rel2	Ent9414
Ent26	Rel4	Ent15983
Ent26	Rel4	Ent14082
Ent26	Rel4	Ent15636
Ent26	Rel4	Ent18237
Ent26	Rel4	Ent17336
Ent27	Rel0	Ent5063
Ent27	Rel2	Ent12245
Ent27	Rel2	Ent12518
Ent27	Rel2	Ent8327
Ent27	Rel4	Ent18466
Ent27	Rel4	Ent20908
Ent27	Rel4	Ent20217
Ent27	Rel4	Ent21102
Ent27	Rel4	Ent13689
Ent28	Rel0	Ent6696
Ent28	Rel2	Ent10828
Ent28	Rel2	Ent7490
Ent28	Rel2	Ent12862
Ent28	Rel4	Ent16040
Ent28	Rel4	Ent19995
Ent28	Rel4	Ent15298
Ent28	Rel4	Ent19845
Ent28	Rel4	Ent15636
Ent29	Rel0	Ent5327
Ent29	Rel2	Ent8108
Ent29	Rel2	Ent10346
Ent29	Rel2	Ent11754
Ent29	Rel4	Ent14541
Ent29	Rel4	Ent19398
Ent29	Rel4	Ent14482
Ent29	Rel4	Ent20220
Ent29	Rel4	Ent14415
Ent30	Rel0	Ent6949
Ent30	Rel2	Ent7453
Ent30	Rel2	Ent9540
Ent30	Rel2	Ent12340
Ent30	Rel4	Ent16602
Ent30	Rel4	Ent14106
Ent30	Rel4	Ent17633
Ent30	Rel4	Ent21284
Ent30	Rel4	Ent16152
Ent31	Rel0	Ent6952
Ent31	Rel2	Ent9669
Ent31	Rel2	Ent9762
