14906	13321	0
13321	14906	0
12139	24581	0
24581	12139	0
15711	12042	0
12042	15711	0
7953	414	0
414	7953	0
3574	3735	0
3735	3574	0
7615	3574	0
3574	7615	0
7615	3735	0
3735	7615	0
18721	21031	0
21031	18721	0
3735	3735	0
6901	19337	0
19337	6901	0
14896	12692	0
12692	14896	0
9438	1094	0
1094	9438	0
1531	24581	0
24581	1531	0
1531	13431	0
13431	1531	0
25428	5500	0
5500	25428	0
24282	23281	0
23281	24282	0
3735	21513	0
21513	3735	0
11655	1106	0
1106	11655	0
16055	4393	0
4393	16055	0
5449	3735	0
3735	5449	0
21031	3735	0
3735	21031	0
14064	17730	0
17730	14064	0
11638	24355	0
24355	11638	0
13270	13412	0
13412	13270	0
1531	19857	0
19857	1531	0
1531	23067	0
23067	1531	0
20732	9816	0
9816	20732	0
4307	6107	0
6107	4307	0
25759	4982	0
4982	25759	0
17595	17595	0
1531	23781	0
23781	1531	0
18061	15156	0
15156	18061	0
21928	23351	0
23351	21928	0
18477	6421	0
6421	18477	0
19578	12513	0
12513	19578	0
12168	24784	0
24784	12168	0
13289	8144	0
8144	13289	0
11329	3735	0
3735	11329	0
5554	10295	0
10295	5554	0
828	17071	0
17071	828	0
10143	16788	0
16788	10143	0
4013	4466	0
4466	4013	0
2447	12692	0
12692	2447	0
17008	19208	0
19208	17008	0
17638	6590	0
6590	17638	0
1531	21380	0
21380	1531	0
8049	1761	0
1761	8049	0
24201	20950	0
20950	24201	0
5011	9047	0
9047	5011	0
9047	12070	0
12070	9047	0
5011	18309	0
18309	5011	0
7134	22918	0
22918	7134	0
1106	2605	0
2605	1106	0
1531	4502	0
4502	1531	0
1531	23561	0
23561	1531	0
18061	3735	0
3735	18061	0
18166	18061	0
18061	18166	0
21031	8096	0
8096	21031	0
6916	13827	0
13827	6916	0
19531	15908	0
15908	19531	0
4982	14982	0
14982	4982	0
1531	20582	0
20582	1531	0
4919	23687	0
23687	4919	0
446	25565	0
25565	446	0
20212	21928	0
21928	20212	0
20127	3735	0
3735	20127	0
18993	23436	0
23436	18993	0
14452	22466	0
22466	14452	0
17481	5134	0
5134	17481	0
5603	10197	0
10197	5603	0
7661	9854	0
9854	7661	0
24348	24581	0
24581	24348	0
2201	13410	0
13410	2201	0
4982	12692	0
12692	4982	0
1531	18672	0
18672	1531	0
9558	3735	0
3735	9558	0
2788	18975	0
18975	2788	0
14399	8096	0
8096	14399	0
24954	4466	0
4466	24954	0
1089	13720	0
13720	1089	0
2714	309	0
309	2714	0
6817	12692	0
12692	6817	0
3218	6817	0
6817	3218	0
6107	4982	0
4982	6107	0
11422	6107	0
6107	11422	0
1106	24581	0
24581	1106	0
1531	25565	0
25565	1531	0
5757	18975	0
18975	5757	0
16315	9661	0
9661	16315	0
3306	16335	0
16335	3306	0
26245	700	0
700	26245	0
809	18460	0
18460	809	0
23374	6817	0
6817	23374	0
335	2808	0
2808	335	0
5052	19649	0
19649	5052	0
4675	14064	0
14064	4675	0
15732	15261	0
15261	15732	0
19158	3735	0
3735	19158	0
12770	21003	0
21003	12770	0
5176	14982	0
14982	5176	0
26061	16006	0
16006	26061	0
11675	18975	0
18975	11675	0
26220	414	0
414	26220	0
