0	IGNORED	0
1	IGNORED	0
2	IGNORED	0
3	IGNORED	0
4	IGNORED	0
5	IGNORED	0
6	IGNORED	0
7	IGNORED	0
8	IGNORED	0
9	IGNORED	0
10	IGNORED	0
11	IGNORED	0
12	IGNORED	0
13	IGNORED	0
14	IGNORED	0
15	IGNORED	0
16	IGNORED	0
17	IGNORED	0
18	IGNORED	0
19	IGNORED	0
20	IGNORED	0
21	IGNORED	0
22	IGNORED	0
23	IGNORED	0
24	IGNORED	0
25	IGNORED	0
26	IGNORED	0
27	IGNORED	0
28	IGNORED	0
29	IGNORED	0
30	IGNORED	0
31	IGNORED	0
32	IGNORED	0
33	IGNORED	0
34	IGNORED	0
35	IGNORED	0
36	IGNORED	0
37	IGNORED	0
38	IGNORED	0
39	IGNORED	0
40	IGNORED	0
41	IGNORED	0
42	IGNORED	0
43	IGNORED	0
44	IGNORED	0
45	IGNORED	0
46	IGNORED	0
47	IGNORED	0
48	IGNORED	0
49	IGNORED	0
50	IGNORED	0
51	IGNORED	0
52	IGNORED	0
53	IGNORED	0
54	IGNORED	0
55	IGNORED	0
56	IGNORED	0
57	IGNORED	0
58	IGNORED	0
59	IGNORED	0
60	IGNORED	0
61	IGNORED	0
62	IGNORED	0
63	IGNORED	0
64	IGNORED	0
65	IGNORED	0
66	IGNORED	0
67	IGNORED	0
68	IGNORED	0
69	IGNORED	0
70	IGNORED	0
71	IGNORED	0
72	IGNORED	0
73	IGNORED	0
74	IGNORED	0
75	IGNORED	0
76	IGNORED	0
77	IGNORED	0
78	IGNORED	0
79	IGNORED	0
80	IGNORED	0
81	IGNORED	0
82	IGNORED	0
83	IGNORED	0
84	IGNORED	0
85	IGNORED	0
86	IGNORED	0
87	IGNORED	0
88	IGNORED	0
89	IGNORED	0
90	IGNORED	0
91	IGNORED	0
92	IGNORED	0
93	IGNORED	0
94	IGNORED	0
95	IGNORED	0
96	IGNORED	0
97	IGNORED	0
98	IGNORED	0
99	IGNORED	0
100	IGNORED	0
101	IGNORED	0
102	IGNORED	0
103	IGNORED	0
104	IGNORED	0
105	IGNORED	0
106	IGNORED	0
107	IGNORED	0
108	IGNORED	0
109	IGNORED	0
110	IGNORED	0
111	IGNORED	0
112	IGNORED	0
113	IGNORED	0
114	IGNORED	0
115	IGNORED	0
116	IGNORED	0
117	IGNORED	0
118	IGNORED	0
119	IGNORED	0
120	IGNORED	0
121	IGNORED	0
