0	4382	0
0	4468	0
0	4739	0
0	4783	0
2	4138	0
2	4291	0
2	4423	0
2	4588	0
3	4347	0
3	4712	0
4	4087	0
4	4302	0
6	4490	0
7	4040	0
7	4203	0
7	4468	0
7	4533	0
7	4640	0
8	4382	0
8	4666	0
9	4468	0
10	4047	0
10	4310	0
11	4226	0
11	4291	0
12	4519	0
13	4382	0
13	4656	0
14	4121	0
15	4044	0
15	4561	0
15	4681	0
16	4212	0
16	4768	0
17	4382	0
18	4556	0
19	4401	0
19	4446	0
20	4390	0
20	4582	0
21	4326	0
22	4385	0
22	4432	0
22	4657	0
22	4757	0
23	4242	0
23	4535	0
24	4061	0
24	4291	0
24	4461	0
25	4432	0
25	4677	0
26	4015	0
27	4068	0
29	4034	0
29	4426	0
29	4442	0
30	4751	0
31	4071	0
31	4176	0
31	4382	0
31	4627	0
33	4100	0
35	4512	0
36	4643	0
37	4222	0
37	4316	0
37	4353	0
37	4505	0
38	4323	0
38	4532	0
38	4682	0
39	4048	0
40	4617	0
41	4001	0
41	4045	0
42	4075	0
42	4212	0
43	4085	0
43	4182	0
43	4212	0
45	4339	0
45	4496	0
47	4123	0
47	4364	0
47	4368	0
47	4731	0
47	4756	0
48	4387	0
48	4659	0
49	4101	0
49	4148	0
50	4015	0
50	4547	0
50	4572	0
50	4621	0
51	4711	0
52	4441	0
53	4309	0
54	4042	0
54	4425	0
54	4559	0
55	4031	0
55	4482	0
55	4595	0
56	4442	0
58	4233	0
58	4663	0
59	4319	0
59	4727	0
60	4544	0
60	4723	0
61	4209	0
61	4308	0
61	4717	0
62	4121	0
63	4685	0
64	4490	0
65	4748	0
66	4403	0
67	4126	0
67	4765	0
68	4492	0
69	4126	0
69	4639	0
70	4546	0
71	4270	0
71	4398	0
72	4727	0
73	4133	0
73	4167	0
73	4712	0
74	4593	0
75	4171	0
76	4453	0
77	4046	0
77	4120	0
78	4098	0
79	4136	0
80	4738	0
81	4298	0
81	4750	0
82	4727	0
83	4117	0
83	4213	0
83	4266	0
83	4414	0
83	4728	0
84	4738	0
86	4468	0
86	4531	0
86	4588	0
87	4016	0
87	4601	0
88	4165	0
90	4391	0
91	4320	0
92	4334	0
92	4740	0
93	4553	0
94	4740	0
95	4397	0
96	4602	0
97	4088	0
98	4419	0
99	4718	0
100	4202	0
101	4069	0
101	4372	0
102	4335	0
103	4078	0
103	4738	0
104	4071	0
104	4645	0
105	4416	0
106	4147	0
106	4412	0
106	4468	0
106	4727	0
107	4177	0
107	4383	0
108	4152	0
108	4468	0
108	4508	0
109	4553	0
109	4768	0
110	4751	0
111	4328	0
112	4125	0
113	4088	0
114	4309	0
114	4385	0
115	4697	0
116	4066	0
116	4576	0
116	4727	0
117	4054	0
117	4502	0
118	4417	0
119	4336	0
120	4313	0
122	4295	0
122	4425	0
122	4727	0
123	4226	0
123	4291	0
123	4468	0
123	4592	0
124	4012	0
124	4228	0
125	4314	0
126	4334	0
127	4181	0
128	4054	0
129	4399	0
130	4098	0
131	4408	0
132	4109	0
132	4593	0
133	4053	0
133	4768	0
134	4296	0
134	4385	0
134	4423	0
134	4489	0
134	4669	0
134	4729	0
134	4742	0
134	4757	0
135	4382	0
136	4293	0
136	4673	0
137	4537	0
137	4727	0
137	4771	0
138	4798	0
139	4649	0
139	4684	0
140	4291	0
140	4328	0
140	4801	0
141	4539	0
141	4604	0
142	4136	0
142	4577	0
144	4668	0
145	4640	0
146	4372	0
147	4718	0
148	4024	0
148	4103	0
148	4304	0
149	4697	0
150	4136	0
150	4354	0
151	4333	0
152	4211	0
152	4265	0
153	4061	0
153	4137	0
153	4176	0
153	4382	0
154	4212	0
155	4727	0
156	4116	0
157	4180	0
158	4502	0
160	4640	0
161	4212	0
162	4666	0
162	4684	0
163	4333	0
164	4320	0
165	4212	0
165	4444	0
165	4525	0
166	4180	0
166	4237	0
166	4377	0
166	4648	0
167	4008	0
168	4408	0
169	4445	0
170	4126	0
171	4074	0
172	4003	0
172	4768	0
173	4494	0
174	4121	0
176	4059	0
176	4129	0
176	4212	0
176	4419	0
177	4768	0
178	4428	0
178	4505	0
